BESTELLIDENT;B_EMAIL;B_TELEFON;B_GEBDATUM;FLAG_LRIDENTISCH;FLAG_NEWSLETTER;Z_METHODE;Z_CARD_ART;Z_CARD_VALID;Z_LAST_NAME;WERT_BEST;TAG_BEST;TIME_BEST;ANZ_BEST;ANUMMER_01;ANUMMER_02;ANUMMER_03;ANUMMER_04;ANUMMER_05;ANUMMER_06;ANUMMER_07;ANUMMER_08;ANUMMER_09;ANUMMER_10;CHK_LADR;CHK_RADR;CHK_KTO;CHK_CARD;CHK_COOKIE;CHK_IP;FAIL_LPLZ;FAIL_LORT;FAIL_LPLZORTMATCH;FAIL_RPLZ;FAIL_RORT;FAIL_RPLZORTMATCH;SESSION_TIME;NEUKUNDE;ANZ_BEST_GES;WERT_BEST_GES;DATUM_LBEST;MAHN_AKT;MAHN_HOECHST;PROGNOSE_BETRUG
26398;ja;nein;1984-03-24 00:00:00.000;ja;ja;Rechnung;;4.2005;;34,5;So;1899-12-30 12:15:00.000;1;101856;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;1;16,06;2004-07-01 00:00:00.000;0;0;nein
26400;ja;nein;1950-04-19 00:00:00.000;nein;nein;Kreditkarte;Eurocard;11.2005;ja;42,8;So;1899-12-30 00:38:00.000;1;406284;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;28,49;2004-01-04 00:00:00.000;1;2;nein
26402;ja;nein;1972-01-03 00:00:00.000;ja;nein;Rechnung;;9.2007;;68,4;Fr;1899-12-30 06:33:00.000;1;205284;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26403;ja;ja;1970-12-26 00:00:00.000;nein;nein;Kreditkarte;Visa;3.2005;ja;9,99;Fr;1899-12-30 14:00:00.000;1;101371;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26411;ja;ja;1956-09-29 00:00:00.000;ja;nein;Kreditkarte;Eurocard;2.2005;ja;84,49;So;1899-12-30 12:49:00.000;2;402641;406959.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26413;ja;nein;1967-09-05 00:00:00.000;ja;nein;Rechnung;;4.2006;;92,69;Di;1899-12-30 03:58:00.000;3;508801;600953.0;402572.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;7;nein;2;38,32;2003-08-25 00:00:00.000;0;0;nein
26416;ja;nein;1982-07-26 00:00:00.000;ja;nein;Lastschrift;;9.2007;ja;37;Fr;1899-12-30 04:29:00.000;1;408605;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26418;nein;nein;1972-08-24 00:00:00.000;ja;nein;Kreditkarte;Eurocard;2.2005;ja;16;Sa;1899-12-30 07:55:00.000;1;208997;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;52,5;2004-07-14 00:00:00.000;1;1;nein
26419;ja;nein;1960-12-25 00:00:00.000;nein;nein;Kreditkarte;Visa;4.2006;ja;34,5;Sa;1899-12-30 21:12:00.000;1;409006;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;nein;1;20,25;2002-04-05 00:00:00.000;0;2;ja
26422;nein;nein;1984-08-22 00:00:00.000;ja;nein;Kreditkarte;Eurocard;10.2007;ja;18,5;Fr;1899-12-30 08:23:00.000;1;108777;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26423;ja;nein;1982-07-29 00:00:00.000;ja;nein;Lastschrift;;7.2006;ja;18,5;Sa;1899-12-30 15:49:00.000;1;504258;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;113,34;2004-07-16 00:00:00.000;0;0;nein
26425;nein;nein;1965-02-28 00:00:00.000;ja;nein;Kreditkarte;Visa;8.2007;ja;9,99;Mi;1899-12-30 02:27:00.000;1;509725;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26427;ja;nein;1984-04-22 00:00:00.000;ja;ja;Rechnung;;4.2006;;23,5;Do;1899-12-30 07:32:00.000;1;202611;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;18,59;2004-06-07 00:00:00.000;0;0;nein
26429;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;7.2006;;17,8;Mo;1899-12-30 19:49:00.000;1;406120;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;nein;1;29,04;2004-10-23 00:00:00.000;0;0;nein
26430;ja;nein;1963-01-04 00:00:00.000;ja;ja;Kreditkarte;Eurocard;6.2006;ja;8,5;Do;1899-12-30 18:57:00.000;1;409662;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;3;186,57;2004-07-06 00:00:00.000;0;0;nein
26431;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;2.2005;;12,6;So;1899-12-30 15:47:00.000;1;505580;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26433;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;10.2007;;29,99;Fr;1899-12-30 18:40:00.000;1;206255;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26434;ja;nein;1981-03-27 00:00:00.000;ja;nein;Kreditkarte;Visa;12.2006;ja;17,5;Mi;1899-12-30 13:49:00.000;1;602133;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;2;27,84;2002-02-23 00:00:00.000;0;0;nein
26436;nein;nein;1969-11-04 00:00:00.000;nein;nein;Kreditkarte;Eurocard;6.2005;nein;16;Mi;1899-12-30 01:55:00.000;1;302845;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26438;ja;nein;1972-06-23 00:00:00.000;ja;nein;Kreditkarte;Visa;11.2005;ja;73,8;Mi;1899-12-30 15:41:00.000;2;104341;107699.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;140,96;2004-05-27 00:00:00.000;0;0;nein
26441;ja;nein;1939-11-23 00:00:00.000;nein;nein;Kreditkarte;Visa;2.2005;ja;69;Mo;1899-12-30 01:15:00.000;2;106310;609670.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;1;10,41;2003-05-07 00:00:00.000;0;0;nein
26442;ja;nein;1985-11-13 00:00:00.000;ja;ja;Kreditkarte;Eurocard;12.2007;ja;208,88;Fr;1899-12-30 04:22:00.000;6;404258;403397.0;606310.0;505685.0;402641.0;600476.0;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;2;83,7;2003-11-06 00:00:00.000;0;0;nein
26446;nein;nein;1965-12-21 00:00:00.000;nein;nein;Kreditkarte;Eurocard;9.2007;ja;51;Mo;1899-12-30 17:48:00.000;1;404134;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;50,67;2004-02-15 00:00:00.000;0;0;nein
26450;ja;nein;1973-09-05 00:00:00.000;nein;nein;Kreditkarte;Eurocard;3.2007;ja;17,8;Mi;1899-12-30 08:34:00.000;1;406120;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26455;ja;nein;1981-05-03 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;4.2007;ja;18,2;Do;1899-12-30 23:15:00.000;1;501893;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
26456;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;4.2007;;18;Mo;1899-12-30 21:57:00.000;1;200035;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26457;ja;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Eurocard;12.2006;ja;57,8;Do;1899-12-30 18:39:00.000;1;104077;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26458;ja;nein;1971-09-08 00:00:00.000;ja;nein;Rechnung;;2.2007;;62;Di;1899-12-30 10:55:00.000;1;404723;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26460;ja;nein;1952-04-14 00:00:00.000;nein;nein;Lastschrift;;1.2006;ja;9,8;Mi;1899-12-30 13:39:00.000;1;600578;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26461;ja;nein;1962-01-23 00:00:00.000;nein;ja;Lastschrift;;1.2007;ja;45,98;Sa;1899-12-30 03:16:00.000;3;107570;201796.0;405580.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26464;ja;nein;1972-02-21 00:00:00.000;ja;nein;Rechnung;;6.2006;;52;Fr;1899-12-30 23:10:00.000;1;100925;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;nein;1;25,72;2003-07-17 00:00:00.000;0;0;nein
26465;nein;ja;1967-12-08 00:00:00.000;nein;nein;Kreditkarte;Visa;4.2005;ja;62;So;1899-12-30 14:10:00.000;1;603776;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;2;17,32;2002-12-17 00:00:00.000;0;1;nein
26466;ja;nein;1969-01-19 00:00:00.000;ja;nein;Rechnung;;1.2007;;19,99;So;1899-12-30 07:38:00.000;1;408507;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26467;ja;nein;1899-12-30 00:00:00.000;ja;ja;Rechnung;;1.2005;;17,8;So;1899-12-30 14:12:00.000;1;101796;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26468;ja;nein;1976-07-28 00:00:00.000;ja;ja;Kreditkarte;Eurocard;8.2007;ja;68,4;Mo;1899-12-30 08:21:00.000;1;203950;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;2;45,4;2004-07-27 00:00:00.000;0;0;nein
26474;ja;nein;1971-01-01 00:00:00.000;ja;nein;Rechnung;;1.2005;;51;Sa;1899-12-30 11:03:00.000;1;208889;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;nein;1;7,54;2002-12-28 00:00:00.000;3;3;nein
26475;ja;nein;1978-09-24 00:00:00.000;nein;nein;Kreditkarte;Eurocard;6.2006;ja;42,8;So;1899-12-30 13:59:00.000;1;504485;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26478;ja;nein;1970-02-16 00:00:00.000;ja;nein;Lastschrift;;12.2005;ja;41;Mi;1899-12-30 15:51:00.000;1;300767;;;;;;;;;;nein;nein;nein;nein;ja;ja;nein;nein;nein;nein;nein;nein;8;nein;1;12,6;2002-01-14 00:00:00.000;0;0;ja
26479;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;4.2005;;57,8;Di;1899-12-30 18:34:00.000;1;104077;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26481;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;1.2005;;29,99;Mo;1899-12-30 14:10:00.000;1;504765;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26489;ja;nein;1978-09-17 00:00:00.000;ja;nein;Lastschrift;;3.2007;ja;18,2;Sa;1899-12-30 15:39:00.000;1;408143;;;;;;;;;;nein;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;1;10,55;2002-05-16 00:00:00.000;0;0;ja
26491;nein;nein;1945-02-01 00:00:00.000;ja;nein;Kreditkarte;Eurocard;4.2007;ja;51;Sa;1899-12-30 20:34:00.000;1;103397;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;2;26,1;2002-03-11 00:00:00.000;0;0;nein
26495;ja;ja;1986-05-29 00:00:00.000;ja;nein;Kreditkarte;Eurocard;8.2006;ja;56;Fr;1899-12-30 16:28:00.000;1;400959;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26499;ja;nein;1963-04-25 00:00:00.000;ja;nein;Rechnung;;1.2006;;12,6;Di;1899-12-30 04:53:00.000;1;509500;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26501;ja;nein;1974-08-05 00:00:00.000;nein;nein;Lastschrift;;11.2006;ja;51;Mi;1899-12-30 12:41:00.000;1;406821;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;33,37;2004-10-18 00:00:00.000;0;0;nein
26503;ja;ja;1967-02-24 00:00:00.000;ja;nein;Kreditkarte;Amex;3.2005;ja;46,5;Di;1899-12-30 10:52:00.000;1;601371;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26505;ja;nein;1962-11-05 00:00:00.000;ja;nein;Rechnung;;10.2007;;22,95;Do;1899-12-30 19:19:00.000;1;109121;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26507;ja;nein;1961-10-27 00:00:00.000;ja;nein;Lastschrift;;12.2007;ja;18,2;So;1899-12-30 17:32:00.000;1;103776;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26510;nein;nein;1953-02-21 00:00:00.000;ja;nein;Rechnung;;10.2006;;50,1;Mi;1899-12-30 01:50:00.000;2;408143;301371.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;10,24;2004-09-10 00:00:00.000;0;0;nein
26513;nein;ja;1970-01-23 00:00:00.000;nein;nein;Kreditkarte;Visa;7.2006;ja;31,9;Mi;1899-12-30 02:24:00.000;1;200925;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26516;nein;nein;1962-02-10 00:00:00.000;ja;nein;Rechnung;;7.2007;;41;Di;1899-12-30 12:53:00.000;1;503776;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;2;31,82;2001-11-30 00:00:00.000;0;0;nein
26519;ja;nein;1983-05-10 00:00:00.000;nein;nein;Kreditkarte;Visa;4.2005;ja;12,6;Di;1899-12-30 07:04:00.000;1;407162;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;46,75;2004-06-27 00:00:00.000;0;0;nein
26521;ja;nein;1964-12-13 00:00:00.000;ja;ja;Rechnung;;4.2007;;84,49;Mi;1899-12-30 05:23:00.000;2;307359;504765.0;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;103,85;2002-12-02 00:00:00.000;0;1;nein
26522;ja;nein;1983-01-27 00:00:00.000;ja;nein;Rechnung;;2.2005;;34,5;So;1899-12-30 00:56:00.000;1;504935;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26523;ja;nein;1964-12-02 00:00:00.000;nein;nein;Lastschrift;;7.2005;ja;162,7;Mi;1899-12-30 02:39:00.000;6;400822;407156.0;109670.0;101967.0;507317.0;200953.0;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;1;61,44;2001-11-07 00:00:00.000;0;0;nein
26533;nein;nein;1962-12-30 00:00:00.000;ja;nein;Rechnung;;11.2005;;17,8;So;1899-12-30 17:49:00.000;1;109006;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;11,24;2003-03-17 00:00:00.000;0;0;nein
26539;ja;ja;1974-01-15 00:00:00.000;nein;nein;Kreditkarte;Eurocard;7.2006;ja;29,99;Do;1899-12-30 13:26:00.000;1;404341;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;61,99;2001-08-08 00:00:00.000;0;1;nein
26540;ja;ja;1983-11-13 00:00:00.000;nein;nein;Lastschrift;;3.2006;ja;29,5;Fr;1899-12-30 16:55:00.000;1;502090;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26541;nein;nein;1966-08-08 00:00:00.000;ja;nein;Rechnung;;6.2006;;22,5;Do;1899-12-30 03:58:00.000;2;504077;208397.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26542;ja;nein;1962-03-09 00:00:00.000;ja;nein;Lastschrift;;11.2007;ja;150,2;Di;1899-12-30 00:40:00.000;4;109102;507610.0;104258.0;306284.0;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;7,29;2003-07-05 00:00:00.000;0;0;nein
26543;ja;nein;1978-04-12 00:00:00.000;nein;nein;Kreditkarte;Visa;3.2006;ja;99;Di;1899-12-30 10:08:00.000;3;400578;405555.0;606284.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;3;173,88;2002-07-01 00:00:00.000;0;0;nein
26544;ja;nein;1979-07-19 00:00:00.000;ja;nein;Lastschrift;;4.2006;nein;54,5;Mi;1899-12-30 08:39:00.000;1;609121;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26545;ja;ja;1971-01-03 00:00:00.000;nein;nein;Kreditkarte;Visa;7.2005;ja;89,2;Fr;1899-12-30 13:23:00.000;3;402469;100953.0;400061.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26546;nein;nein;1972-05-06 00:00:00.000;nein;nein;Lastschrift;;5.2006;ja;42,8;Fr;1899-12-30 07:55:00.000;1;307317;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26547;ja;nein;1965-04-05 00:00:00.000;nein;nein;Kreditkarte;Eurocard;3.2006;ja;54,5;Sa;1899-12-30 11:56:00.000;1;407416;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;3;193,35;2002-06-12 00:00:00.000;0;0;ja
26548;ja;nein;1986-05-31 00:00:00.000;nein;nein;Kreditkarte;Eurocard;6.2007;ja;34,5;Sa;1899-12-30 14:16:00.000;1;607359;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;2;89,22;2004-07-12 00:00:00.000;0;2;nein
26554;nein;nein;1978-07-14 00:00:00.000;nein;nein;Lastschrift;;12.2006;ja;16;Sa;1899-12-30 09:25:00.000;1;308801;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26557;ja;nein;1965-06-21 00:00:00.000;ja;nein;Rechnung;;2.2006;;35;Mo;1899-12-30 17:39:00.000;2;602133;408499.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;53,77;2001-05-22 00:00:00.000;0;0;nein
26559;ja;nein;1981-07-14 00:00:00.000;ja;nein;Kreditkarte;Visa;1.2006;ja;52,69;Do;1899-12-30 20:17:00.000;3;203136;404549.0;105958.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;2;63,3;2002-12-24 00:00:00.000;0;0;nein
26564;nein;nein;1967-03-14 00:00:00.000;ja;nein;Kreditkarte;Visa;5.2007;ja;31,9;Fr;1899-12-30 12:10:00.000;1;409731;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26565;ja;nein;1970-10-19 00:00:00.000;nein;nein;Lastschrift;;7.2006;ja;100,99;Di;1899-12-30 13:57:00.000;3;102611;308889.0;502133.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;2;208,2;2003-01-27 00:00:00.000;0;0;nein
26566;ja;nein;1974-06-01 00:00:00.000;ja;nein;Rechnung;;6.2007;;29,99;Sa;1899-12-30 15:25:00.000;1;300476;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26568;nein;nein;1952-09-30 00:00:00.000;ja;nein;Rechnung;;9.2005;;6,5;Do;1899-12-30 10:42:00.000;1;106520;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;8,93;2000-12-27 00:00:00.000;3;3;nein
26569;nein;nein;1943-04-09 00:00:00.000;ja;nein;Kreditkarte;Eurocard;2.2007;ja;94,95;Di;1899-12-30 09:57:00.000;3;402681;208997.0;509121.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26583;ja;nein;1981-09-30 00:00:00.000;nein;nein;Kreditkarte;Visa;12.2005;ja;12,6;Di;1899-12-30 11:16:00.000;1;207317;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26584;nein;nein;1979-10-12 00:00:00.000;ja;nein;Rechnung;;9.2007;;9,8;Mi;1899-12-30 14:25:00.000;1;207171;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26586;ja;ja;1960-12-08 00:00:00.000;ja;nein;Rechnung;;6.2006;;9,99;Fr;1899-12-30 11:53:00.000;1;405580;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26588;ja;nein;1979-04-05 00:00:00.000;nein;nein;Kreditkarte;Eurocard;9.2005;ja;140,48;Fr;1899-12-30 10:38:00.000;5;302089;404485.0;102133.0;406504.0;106504.0;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26594;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;3.2005;;16;Sa;1899-12-30 16:58:00.000;1;408126;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26595;ja;ja;1967-04-28 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;1.2007;ja;239,54;Di;1899-12-30 18:40:00.000;8;604258;204935.0;109121.0;500767.0;202634.0;200576.0;204765.0;201796.0;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;18;nein;3;99,33;2004-10-07 00:00:00.000;0;0;nein
26600;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;12.2007;;75,4;Do;1899-12-30 12:16:00.000;2;203776;406774.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26602;ja;nein;1935-02-20 00:00:00.000;ja;nein;Lastschrift;;7.2006;ja;51;So;1899-12-30 04:12:00.000;1;404134;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;50,13;2001-07-26 00:00:00.000;0;0;nein
26604;ja;nein;1971-07-19 00:00:00.000;ja;nein;Kreditkarte;Eurocard;3.2005;ja;123,09;Mi;1899-12-30 15:02:00.000;4;403546;407046.0;404935.0;607317.0;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;11,41;2003-09-13 00:00:00.000;0;0;nein
26607;nein;nein;1978-05-13 00:00:00.000;ja;nein;Kreditkarte;Eurocard;3.2006;ja;18,5;Fr;1899-12-30 10:01:00.000;1;509670;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
26611;ja;ja;1972-04-13 00:00:00.000;ja;nein;Kreditkarte;Visa;11.2005;ja;51;Do;1899-12-30 18:10:00.000;1;103397;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;23,18;2001-06-10 00:00:00.000;0;0;nein
26615;ja;nein;1963-10-28 00:00:00.000;ja;nein;Rechnung;;4.2007;;17,99;Sa;1899-12-30 02:40:00.000;1;302089;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26616;ja;nein;1959-06-30 00:00:00.000;nein;nein;Kreditkarte;Visa;12.2005;ja;26;So;1899-12-30 16:53:00.000;1;607317;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
26621;ja;nein;1936-03-04 00:00:00.000;nein;nein;Kreditkarte;Visa;7.2005;ja;9,99;So;1899-12-30 18:23:00.000;1;208605;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
